cluster_name,representative_length,number_of_members,representative,type,num_viral_members,viral_ratio,is_circular,pos_cluster
Cluster_13128,3914,1,S_NODE_14466_length_3914_cov_16.698442,singleton - S,1,1,0,187
Cluster_13129,3913,2,S_NODE_14472_length_3913_cov_4.578183,identical,2,1,0,NA
Cluster_13130,3913,2,H_NODE_13672_length_3913_cov_11.692287,identical,2,1,0,1367
Cluster_13131,3913,2,H_NODE_13671_length_3913_cov_23.169044,identical,2,1,0,753
Cluster_13132,3913,2,H_NODE_13673_length_3913_cov_5.584522,identical,2,1,0,NA
Cluster_13133,3912,2,S_NODE_14477_length_3912_cov_6.085601,identical,2,1,0,NA
Cluster_13134,3912,2,S_NODE_14473_length_3912_cov_32.472655,short longer than hybrid,2,1,0,NA
Cluster_13135,3912,2,S_NODE_14475_length_3912_cov_12.153765,short longer than hybrid,2,1,0,NA
Cluster_13136,3912,2,S_NODE_14476_length_3912_cov_10.950066,identical,2,1,0,NA
Cluster_13137,3912,2,H_NODE_13675_length_3912_cov_21.808454,identical,2,1,0,35
Cluster_13138,3911,2,S_NODE_14478_length_3911_cov_4.241279,identical,2,1,0,744
Cluster_13139,3911,1,H_NODE_13678_length_3911_cov_8.648520,singleton - H,1,1,0,30
Cluster_13140,3910,2,S_NODE_14482_length_3910_cov_3.494317,identical,NA,NA,0,NA
Cluster_13141,3910,2,S_NODE_14481_length_3910_cov_5.225747,identical,2,1,0,NA
Cluster_13142,3910,2,S_NODE_14479_length_3910_cov_19.413957,identical,2,1,0,161
Cluster_13143,3910,2,S_NODE_14480_length_3910_cov_5.438805,identical,2,1,0,855
Cluster_13144,3909,2,S_NODE_14489_length_3909_cov_4.273400,identical,2,1,0,1345
Cluster_13145,3909,2,S_NODE_14487_length_3909_cov_9.817821,identical,2,1,0,NA
Cluster_13146,3909,2,S_NODE_14484_length_3909_cov_60.767054,identical,2,1,0,NA
Cluster_13147,3909,2,S_NODE_14486_length_3909_cov_10.131148,identical,2,1,0,NA
Cluster_13148,3909,2,S_NODE_14485_length_3909_cov_10.486251,identical,2,1,0,NA
Cluster_13149,3909,2,S_NODE_14488_length_3909_cov_7.304336,identical,2,1,0,1110
Cluster_13150,3908,2,H_NODE_13690_length_3908_cov_61.667019,identical,2,1,0,NA
Cluster_13151,3908,2,H_NODE_13693_length_3908_cov_5.196244,identical,2,1,0,NA
Cluster_13152,3908,2,S_NODE_14494_length_3908_cov_9.874372,identical,2,1,0,NA
Cluster_13153,3907,2,S_NODE_14500_length_3907_cov_5.008730,identical,2,1,0,NA
Cluster_13154,3907,2,S_NODE_14498_length_3907_cov_42.302381,identical,2,1,0,1389
Cluster_13155,3907,2,S_NODE_14499_length_3907_cov_7.348148,identical,2,1,0,NA
Cluster_13156,3907,2,H_NODE_13697_length_3907_cov_4.293651,identical,2,1,0,68
Cluster_13157,3906,2,S_NODE_14504_length_3906_cov_7.824557,identical,2,1,0,NA
Cluster_13158,3906,2,H_NODE_13699_length_3906_cov_25.121725,identical,2,1,0,184
Cluster_13159,3905,2,S_NODE_14507_length_3905_cov_10.167814,identical,2,1,0,520
Cluster_13160,3905,2,H_NODE_13706_length_3905_cov_3.926945,identical,2,1,0,326
Cluster_13161,3905,2,H_NODE_13704_length_3905_cov_7.588936,identical,2,1,0,NA
Cluster_13162,3905,2,H_NODE_13707_length_3905_cov_3.300159,identical,2,1,0,104
Cluster_13163,3905,2,S_NODE_14505_length_3905_cov_56.723134,identical,2,1,0,12
Cluster_13164,3905,2,S_NODE_14508_length_3905_cov_8.128639,identical,2,1,0,663
Cluster_13165,3904,2,S_NODE_14513_length_3904_cov_64.887212,identical,2,1,0,1926
Cluster_13166,3904,2,S_NODE_14514_length_3904_cov_25.460683,identical,2,1,0,467
Cluster_13167,3904,2,S_NODE_14516_length_3904_cov_6.402436,identical,2,1,0,10
Cluster_13168,3903,2,H_NODE_13715_length_3903_cov_4.690413,identical,2,1,0,NA
Cluster_13169,3903,2,H_NODE_13713_length_3903_cov_6.859640,identical,2,1,0,730
Cluster_13170,3903,1,S_NODE_14517_length_3903_cov_68.631886,singleton - S,1,1,0,NA
Cluster_13171,3903,2,H_NODE_13712_length_3903_cov_20.556939,identical,2,1,0,770
Cluster_13172,3903,2,H_NODE_13714_length_3903_cov_4.925053,identical,2,1,0,559
Cluster_13173,3902,2,H_NODE_13718_length_3902_cov_8.192318,identical,2,1,0,38
Cluster_13174,3902,2,H_NODE_13717_length_3902_cov_9.036556,identical,2,1,0,NA
Cluster_13175,3902,2,S_NODE_14526_length_3902_cov_4.018808,identical,2,1,0,NA
Cluster_13176,3902,2,S_NODE_14522_length_3902_cov_16.752318,identical,2,1,0,NA
Cluster_13177,3902,2,H_NODE_13721_length_3902_cov_3.670728,identical,NA,NA,0,NA
Cluster_13178,3902,2,H_NODE_13719_length_3902_cov_8.164238,identical,2,1,0,NA
Cluster_13179,3901,4,H_NODE_13723_length_3901_cov_22.689189,hybrid extension,4,1,0,15
Cluster_13180,3901,2,S_NODE_14530_length_3901_cov_17.740064,identical,2,1,0,NA
Cluster_13181,3901,2,S_NODE_14532_length_3901_cov_4.399046,identical,2,1,0,13
Cluster_13182,3901,2,H_NODE_13722_length_3901_cov_43.545575,identical,2,1,0,57
Cluster_13183,3901,2,S_NODE_14531_length_3901_cov_9.218336,identical,2,1,0,575
Cluster_13184,3900,2,H_NODE_13734_length_3900_cov_5.371323,identical,2,1,0,NA
Cluster_13185,3900,2,H_NODE_13733_length_3900_cov_6.314604,identical,2,1,0,28
Cluster_13186,3900,2,H_NODE_13732_length_3900_cov_8.410814,identical,NA,NA,0,NA
Cluster_13187,3900,2,S_NODE_14535_length_3900_cov_15.813411,identical,2,1,0,16
Cluster_13188,3900,2,S_NODE_14533_length_3900_cov_41.351179,identical,2,1,1,NA
Cluster_13189,3900,2,H_NODE_13729_length_3900_cov_17.004241,identical,2,1,0,NA
Cluster_13190,3900,2,H_NODE_13731_length_3900_cov_12.364962,identical,2,1,0,NA
Cluster_13191,3899,2,S_NODE_14541_length_3899_cov_7.765642,identical,2,1,0,18
Cluster_13192,3899,2,S_NODE_14540_length_3899_cov_30.801697,identical,2,1,0,903
Cluster_13193,3898,2,H_NODE_13739_length_3898_cov_12.796871,hybrid extension,2,1,0,679
Cluster_13194,3898,2,S_NODE_14545_length_3898_cov_8.348979,identical,2,1,0,30
Cluster_13195,3898,2,S_NODE_14547_length_3898_cov_6.817555,identical,2,1,0,NA
Cluster_13196,3898,2,H_NODE_13741_length_3898_cov_7.596659,identical,2,1,0,0
Cluster_13197,3898,2,S_NODE_14543_length_3898_cov_27.561920,identical,2,1,0,286
Cluster_13198,3897,1,S_NODE_14551_length_3897_cov_19.337666,singleton - S,NA,NA,0,NA
Cluster_13199,3897,2,S_NODE_14553_length_3897_cov_14.468170,identical,2,1,0,NA
Cluster_13200,3897,2,S_NODE_14549_length_3897_cov_74.143501,identical,2,1,0,NA
Cluster_13201,3897,2,H_NODE_13746_length_3897_cov_15.647215,identical,2,1,0,NA
Cluster_13202,3897,2,S_NODE_14557_length_3897_cov_3.023077,identical,2,1,0,810
Cluster_13203,3897,2,S_NODE_14550_length_3897_cov_22.325729,identical,2,1,0,1074
Cluster_13204,3897,3,H_NODE_13748_length_3897_cov_14.048276,hybrid extension,3,1,0,187
Cluster_13205,3896,2,H_NODE_13750_length_3896_cov_9.841337,identical,2,1,0,NA
Cluster_13206,3896,1,S_NODE_14558_length_3896_cov_61.006368,singleton - S,1,1,0,718
Cluster_13207,3896,2,H_NODE_13754_length_3896_cov_5.256301,identical,2,1,0,NA
Cluster_13208,3896,2,S_NODE_14561_length_3896_cov_9.622977,identical,2,1,0,NA
Cluster_13209,3896,2,H_NODE_13752_length_3896_cov_5.695410,identical,2,1,0,NA
Cluster_13210,3895,2,H_NODE_13755_length_3895_cov_45.041932,identical,2,1,0,NA
Cluster_13211,3895,2,S_NODE_14566_length_3895_cov_10.966826,identical,2,1,0,1185
Cluster_13212,3895,2,H_NODE_13758_length_3895_cov_5.642781,identical,2,1,0,NA
Cluster_13213,3895,2,S_NODE_14567_length_3895_cov_10.208599,identical,2,1,0,NA
Cluster_13214,3894,2,S_NODE_14572_length_3894_cov_19.662596,identical,2,1,0,NA
Cluster_13215,3894,2,H_NODE_13763_length_3894_cov_9.996814,identical,2,1,0,NA
Cluster_13216,3894,2,S_NODE_14569_length_3894_cov_30.039819,short longer than hybrid,2,1,0,570
Cluster_13217,3894,2,S_NODE_14571_length_3894_cov_24.239182,identical,2,1,0,NA
Cluster_13218,3894,2,H_NODE_13764_length_3894_cov_3.672418,identical,2,1,0,NA
Cluster_13219,3893,2,H_NODE_13765_length_3893_cov_21.049124,identical,2,1,0,6
Cluster_13220,3893,2,H_NODE_13766_length_3893_cov_8.314657,identical,2,1,0,18
Cluster_13221,3893,2,S_NODE_14575_length_3893_cov_50.155072,short longer than hybrid,2,1,0,NA
Cluster_13222,3892,2,S_NODE_14586_length_3892_cov_5.399469,identical,2,1,0,0
Cluster_13223,3892,2,S_NODE_14585_length_3892_cov_6.145286,identical,2,1,0,19
Cluster_13224,3892,2,S_NODE_14582_length_3892_cov_14.413811,identical,2,1,0,1237
Cluster_13225,3892,2,S_NODE_14587_length_3892_cov_4.811952,identical,2,1,0,NA
Cluster_13226,3892,2,S_NODE_14583_length_3892_cov_10.622576,identical,2,1,0,1862
Cluster_13227,3891,2,S_NODE_14590_length_3891_cov_24.274442,short longer than hybrid,2,1,0,NA
Cluster_13228,3891,2,S_NODE_14592_length_3891_cov_6.089267,identical,2,1,0,13
Cluster_13229,3891,2,S_NODE_14589_length_3891_cov_26.473698,short longer than hybrid,2,1,0,NA
Cluster_13230,3891,2,H_NODE_13773_length_3891_cov_27.916047,identical,2,1,0,274
Cluster_13231,3890,2,H_NODE_13775_length_3890_cov_24.102578,identical,2,1,0,NA
Cluster_13232,3890,2,H_NODE_13776_length_3890_cov_3.292320,identical,2,1,0,9
Cluster_13233,3889,2,S_NODE_14597_length_3889_cov_21.322967,short longer than hybrid,2,1,0,1097
Cluster_13234,3889,2,H_NODE_13779_length_3889_cov_7.334928,identical,2,1,0,449
Cluster_13235,3889,2,H_NODE_13778_length_3889_cov_7.633174,identical,2,1,0,NA
Cluster_13236,3889,2,S_NODE_14603_length_3889_cov_5.219830,identical,2,1,0,NA
Cluster_13237,3888,2,H_NODE_13786_length_3888_cov_5.759373,identical,2,1,0,784
Cluster_13238,3888,2,S_NODE_14609_length_3888_cov_5.068067,identical,2,1,0,16
Cluster_13239,3888,2,S_NODE_14605_length_3888_cov_9.325977,identical,2,1,0,NA
Cluster_13240,3888,2,S_NODE_14606_length_3888_cov_8.248870,identical,2,1,0,NA
Cluster_13241,3888,2,S_NODE_14607_length_3888_cov_6.718426,identical,2,1,0,NA
Cluster_13242,3887,2,S_NODE_14614_length_3887_cov_5.824734,identical,2,1,0,NA
Cluster_13243,3887,2,H_NODE_13789_length_3887_cov_36.161436,identical,2,1,0,1371
Cluster_13244,3887,2,H_NODE_13788_length_3887_cov_70.271809,identical,2,1,0,1504
Cluster_13245,3887,2,H_NODE_13793_length_3887_cov_4.536436,identical,2,1,0,11
Cluster_13246,3887,2,H_NODE_13792_length_3887_cov_5.148138,identical,2,1,0,NA
Cluster_13247,3887,2,H_NODE_13790_length_3887_cov_10.499468,identical,2,1,0,6
Cluster_13248,3887,4,S_NODE_14611_length_3887_cov_49.151596,short longer than hybrid,4,1,0,5
Cluster_13249,3886,2,S_NODE_14620_length_3886_cov_13.180633,identical,2,1,0,NA
Cluster_13250,3886,2,S_NODE_14617_length_3886_cov_76.291567,identical,2,1,0,1926
Cluster_13251,3886,2,H_NODE_13797_length_3886_cov_8.212823,identical,2,1,0,216
Cluster_13252,3886,2,S_NODE_14618_length_3886_cov_42.033520,short longer than hybrid,2,1,0,576
Cluster_13253,3886,2,H_NODE_13795_length_3886_cov_39.030061,identical,2,1,0,194
Cluster_13254,3885,2,S_NODE_14623_length_3885_cov_77.717403,short longer than hybrid,2,1,0,24
Cluster_13255,3885,2,H_NODE_13808_length_3885_cov_3.403406,identical,2,1,0,4
Cluster_13256,3885,2,S_NODE_14624_length_3885_cov_63.293773,identical,2,1,0,75
Cluster_13257,3885,2,S_NODE_14625_length_3885_cov_44.842203,identical,2,1,0,12
Cluster_13258,3885,1,S_NODE_14632_length_3885_cov_5.296966,singleton - S,1,1,0,1788
Cluster_13259,3885,2,H_NODE_13804_length_3885_cov_7.329697,identical,2,1,0,NA
Cluster_13260,3885,2,H_NODE_13805_length_3885_cov_6.951304,identical,2,1,0,324
Cluster_13261,3885,2,S_NODE_14627_length_3885_cov_24.541778,identical,2,1,0,0
Cluster_13262,3885,2,H_NODE_13801_length_3885_cov_28.245609,identical,2,1,1,NA
Cluster_13263,3885,2,S_NODE_14631_length_3885_cov_5.537254,identical,2,1,0,NA
Cluster_13264,3885,2,S_NODE_14628_length_3885_cov_11.834220,identical,2,1,0,13
Cluster_13265,3885,1,H_NODE_13807_length_3885_cov_5.296966,singleton - H,1,1,0,1788
Cluster_13266,3884,2,H_NODE_13814_length_3884_cov_10.906841,identical,2,1,0,1228
Cluster_13267,3884,2,H_NODE_13820_length_3884_cov_3.582646,identical,2,1,0,NA
Cluster_13268,3884,2,S_NODE_14642_length_3884_cov_4.485760,identical,2,1,0,NA
Cluster_13269,3884,2,S_NODE_14639_length_3884_cov_6.022358,identical,2,1,0,NA
Cluster_13270,3884,2,H_NODE_13815_length_3884_cov_7.819537,identical,2,1,0,NA
Cluster_13271,3884,2,S_NODE_14640_length_3884_cov_5.332978,identical,2,1,0,NA
Cluster_13272,3884,2,H_NODE_13813_length_3884_cov_11.842694,identical,2,1,0,545
Cluster_13273,3884,2,H_NODE_13818_length_3884_cov_4.655576,identical,2,1,0,NA
Cluster_13274,3884,2,H_NODE_13809_length_3884_cov_80.188714,identical,2,1,0,41
Cluster_13275,3884,2,H_NODE_13810_length_3884_cov_40.565877,identical,2,1,0,NA
Cluster_13276,3884,2,H_NODE_13812_length_3884_cov_13.243279,hybrid extension,2,1,0,130
Cluster_13277,3883,2,H_NODE_13824_length_3883_cov_7.017572,identical,2,1,0,8
Cluster_13278,3883,2,H_NODE_13822_length_3883_cov_16.021033,identical,2,1,0,NA
Cluster_13279,3883,2,S_NODE_14650_length_3883_cov_5.027157,identical,2,1,0,NA
Cluster_13280,3883,2,S_NODE_14649_length_3883_cov_6.152822,identical,2,1,0,NA
Cluster_13281,3883,2,H_NODE_13821_length_3883_cov_48.217785,identical,2,1,0,NA
Cluster_13282,3883,2,H_NODE_13823_length_3883_cov_13.537540,identical,2,1,0,NA
Cluster_13283,3882,2,S_NODE_14655_length_3882_cov_5.100666,identical,NA,NA,0,NA
Cluster_13284,3882,2,S_NODE_14656_length_3882_cov_5.034354,identical,2,1,0,NA
Cluster_13285,3882,2,S_NODE_14654_length_3882_cov_6.034621,identical,2,1,0,NA
Cluster_13286,3882,2,S_NODE_14653_length_3882_cov_8.144874,identical,2,1,0,NA
Cluster_13287,3881,2,H_NODE_13831_length_3881_cov_29.282365,identical,2,1,0,35
Cluster_13288,3881,2,S_NODE_14659_length_3881_cov_6.371337,identical,2,1,0,1144
Cluster_13289,3881,2,H_NODE_13834_length_3881_cov_3.774108,identical,2,1,0,NA
Cluster_13290,3880,2,S_NODE_14664_length_3880_cov_11.724221,identical,2,1,0,NA
Cluster_13291,3880,2,H_NODE_13840_length_3880_cov_3.208900,identical,2,1,0,NA
Cluster_13292,3880,2,H_NODE_13838_length_3880_cov_6.450306,identical,2,1,0,NA
Cluster_13293,3880,2,H_NODE_13839_length_3880_cov_4.528644,identical,2,1,0,NA
Cluster_13294,3880,2,H_NODE_13837_length_3880_cov_11.480949,identical,2,1,0,NA
Cluster_13295,3879,2,H_NODE_13843_length_3879_cov_23.937100,identical,2,1,0,20
Cluster_13296,3879,2,S_NODE_14670_length_3879_cov_13.901652,short longer than hybrid,2,1,0,5
Cluster_13297,3879,2,H_NODE_13846_length_3879_cov_4.913380,identical,2,1,0,38
Cluster_13298,3879,4,S_NODE_14672_length_3879_cov_5.287047,short longer than hybrid,4,1,0,187
Cluster_13299,3879,2,S_NODE_14671_length_3879_cov_5.901119,identical,2,1,0,13
Cluster_13300,3878,2,S_NODE_14681_length_3878_cov_5.608638,identical,2,1,0,NA
Cluster_13301,3878,2,H_NODE_13847_length_3878_cov_42.673154,identical,2,1,0,531
Cluster_13302,3878,2,S_NODE_14677_length_3878_cov_8.737937,identical,2,1,0,NA
Cluster_13303,3878,2,H_NODE_13853_length_3878_cov_5.741669,identical,2,1,0,NA
Cluster_13304,3878,2,H_NODE_13849_length_3878_cov_11.175686,identical,2,1,0,24
Cluster_13305,3878,2,S_NODE_14679_length_3878_cov_6.942949,identical,2,1,0,580
Cluster_13306,3878,2,S_NODE_14675_length_3878_cov_11.858438,identical,2,1,0,NA
Cluster_13307,3878,2,S_NODE_14683_length_3878_cov_4.907491,identical,2,1,0,NA
Cluster_13308,3878,4,H_NODE_13855_length_3878_cov_5.080512,hybrid extension,4,1,0,1467
Cluster_13309,3877,2,H_NODE_13861_length_3877_cov_11.326667,identical,2,1,0,NA
Cluster_13310,3877,2,H_NODE_13862_length_3877_cov_8.432000,identical,2,1,0,NA
Cluster_13311,3877,2,S_NODE_14685_length_3877_cov_18.458667,identical,2,1,0,823
Cluster_13312,3877,2,S_NODE_14688_length_3877_cov_7.994933,short longer than hybrid,2,1,0,856
Cluster_13313,3877,2,S_NODE_14684_length_3877_cov_75.657333,identical,2,1,0,NA
Cluster_13314,3876,2,S_NODE_14691_length_3876_cov_9.407575,identical,2,1,0,1344
Cluster_13315,3876,2,S_NODE_14689_length_3876_cov_47.280875,identical,2,1,0,448
Cluster_13316,3876,2,S_NODE_14690_length_3876_cov_12.204588,short longer than hybrid,2,1,0,5
Cluster_13317,3876,2,H_NODE_13865_length_3876_cov_7.258736,identical,2,1,0,1615
Cluster_13318,3875,2,H_NODE_13869_length_3875_cov_5.595784,identical,2,1,0,194
Cluster_13319,3875,2,H_NODE_13870_length_3875_cov_5.260672,identical,2,1,0,NA
Cluster_13320,3875,2,H_NODE_13867_length_3875_cov_8.245464,identical,2,1,0,105
Cluster_13321,3875,1,S_NODE_14693_length_3875_cov_44.755870,singleton - S,1,1,0,1442
Cluster_13322,3874,2,S_NODE_14702_length_3874_cov_20.783293,identical,2,1,0,2
Cluster_13323,3874,2,H_NODE_13873_length_3874_cov_26.042701,identical,2,1,0,NA
Cluster_13324,3874,2,H_NODE_13875_length_3874_cov_18.717641,identical,2,1,0,63
Cluster_13325,3874,2,H_NODE_13876_length_3874_cov_5.189485,identical,2,1,0,NA
Cluster_13326,3874,2,H_NODE_13877_length_3874_cov_4.661062,identical,2,1,0,NA
Cluster_13327,3873,2,H_NODE_13881_length_3873_cov_5.438601,identical,2,1,0,NA
Cluster_13328,3873,2,S_NODE_14709_length_3873_cov_4.240790,identical,2,1,0,0
Cluster_13329,3873,2,H_NODE_13884_length_3873_cov_3.850774,identical,NA,NA,0,NA
Cluster_13330,3873,2,S_NODE_14706_length_3873_cov_21.838761,identical,2,1,0,91
Cluster_13331,3873,2,H_NODE_13883_length_3873_cov_4.000267,identical,2,1,0,NA
Cluster_13332,3872,2,S_NODE_14712_length_3872_cov_43.846462,identical,2,1,0,NA
Cluster_13333,3872,2,H_NODE_13887_length_3872_cov_9.404539,identical,2,1,0,1568
Cluster_13334,3871,2,H_NODE_13890_length_3871_cov_5.067575,identical,2,1,0,0
Cluster_13335,3871,2,H_NODE_13888_length_3871_cov_7.095620,identical,2,1,0,NA
Cluster_13336,3871,2,S_NODE_14718_length_3871_cov_5.884615,identical,2,1,0,465
Cluster_13337,3870,2,H_NODE_13891_length_3870_cov_6.293615,identical,2,1,0,4
Cluster_13338,3870,2,H_NODE_13893_length_3870_cov_5.720011,identical,2,1,0,NA
Cluster_13339,3870,2,S_NODE_14722_length_3870_cov_5.732835,identical,2,1,0,NA
Cluster_13340,3869,3,S_NODE_14725_length_3869_cov_49.531801,short longer than hybrid,3,1,0,30
Cluster_13341,3869,2,H_NODE_13898_length_3869_cov_13.690273,identical,2,1,0,39
Cluster_13342,3869,2,S_NODE_14730_length_3869_cov_5.894709,identical,2,1,0,NA
Cluster_13343,3869,2,S_NODE_14727_length_3869_cov_15.489578,identical,2,1,0,2
Cluster_13344,3869,2,S_NODE_14731_length_3869_cov_4.128541,identical,2,1,0,1767
Cluster_13345,3869,2,S_NODE_14729_length_3869_cov_8.726350,identical,2,1,0,43
Cluster_13346,3869,2,H_NODE_13895_length_3869_cov_20.448156,hybrid extension,2,1,0,NA
Cluster_13347,3868,2,S_NODE_14734_length_3868_cov_7.982625,identical,2,1,0,NA
Cluster_13348,3868,2,S_NODE_14733_length_3868_cov_8.497728,identical,2,1,0,NA
Cluster_13349,3868,2,S_NODE_14735_length_3868_cov_4.213312,identical,2,1,0,NA
Cluster_13350,3867,4,H_NODE_13910_length_3867_cov_10.191711,hybrid extension,4,1,0,NA
Cluster_13351,3867,2,H_NODE_13916_length_3867_cov_3.553476,identical,NA,NA,0,NA
Cluster_13352,3867,2,S_NODE_14743_length_3867_cov_4.431016,identical,NA,NA,0,NA
Cluster_13353,3867,2,S_NODE_14745_length_3867_cov_4.285561,identical,2,1,0,NA
Cluster_13354,3867,2,S_NODE_14742_length_3867_cov_6.144385,identical,2,1,0,44
Cluster_13355,3867,2,H_NODE_13909_length_3867_cov_16.421123,identical,2,1,0,741
Cluster_13356,3867,2,H_NODE_13908_length_3867_cov_25.780749,identical,2,1,0,674
Cluster_13357,3867,2,H_NODE_13907_length_3867_cov_27.330749,identical,2,1,0,675
Cluster_13358,3867,2,H_NODE_13914_length_3867_cov_4.404813,identical,2,1,0,NA
Cluster_13359,3866,2,H_NODE_13924_length_3866_cov_4.439957,identical,2,1,0,NA
Cluster_13360,3866,2,S_NODE_14750_length_3866_cov_23.429794,identical,2,1,0,NA
Cluster_13361,3866,2,H_NODE_13922_length_3866_cov_10.029420,identical,2,1,0,NA
Cluster_13362,3866,2,S_NODE_14755_length_3866_cov_4.202995,identical,NA,NA,0,NA
Cluster_13363,3866,2,S_NODE_14751_length_3866_cov_21.615405,identical,2,1,0,65
Cluster_13364,3866,2,H_NODE_13917_length_3866_cov_67.909601,identical,2,1,0,NA
Cluster_13365,3866,2,S_NODE_14753_length_3866_cov_5.363734,identical,2,1,0,NA
Cluster_13366,3866,2,S_NODE_14748_length_3866_cov_37.268788,identical,2,1,0,948
Cluster_13367,3865,4,H_NODE_13927_length_3865_cov_8.676565,hybrid extension,NA,NA,0,NA
Cluster_13368,3865,2,H_NODE_13926_length_3865_cov_14.921616,identical,2,1,0,0
Cluster_13369,3865,2,S_NODE_14759_length_3865_cov_7.478866,identical,2,1,0,0
Cluster_13370,3864,2,H_NODE_13930_length_3864_cov_14.151994,identical,2,1,0,28
Cluster_13371,3864,2,S_NODE_14763_length_3864_cov_11.327000,identical,2,1,0,NA
Cluster_13372,3864,2,H_NODE_13929_length_3864_cov_20.408884,identical,2,1,0,1787
Cluster_13373,3863,2,H_NODE_13935_length_3863_cov_4.619914,identical,NA,NA,0,NA
Cluster_13374,3863,2,S_NODE_14767_length_3863_cov_6.040685,identical,2,1,0,411
Cluster_13375,3863,2,H_NODE_13934_length_3863_cov_4.889989,identical,2,1,0,NA
Cluster_13376,3863,2,H_NODE_13933_length_3863_cov_5.480728,identical,2,1,0,4
Cluster_13377,3862,2,H_NODE_13939_length_3862_cov_15.373762,identical,2,1,0,10
Cluster_13378,3862,1,S_NODE_14775_length_3862_cov_25.551539,singleton - S,1,1,0,NA
Cluster_13379,3862,2,S_NODE_14778_length_3862_cov_6.520482,identical,2,1,0,NA
Cluster_13380,3862,2,S_NODE_14777_length_3862_cov_7.758233,identical,2,1,0,601
Cluster_13381,3862,2,S_NODE_14774_length_3862_cov_28.612584,identical,2,1,0,NA
Cluster_13382,3862,2,S_NODE_14773_length_3862_cov_33.117001,identical,2,1,0,284
Cluster_13383,3862,2,H_NODE_13936_length_3862_cov_34.125033,identical,2,1,0,1
Cluster_13384,3861,2,S_NODE_14783_length_3861_cov_6.083824,identical,2,1,0,NA
Cluster_13385,3861,2,H_NODE_13942_length_3861_cov_12.503482,identical,2,1,0,NA
Cluster_13386,3861,2,S_NODE_14781_length_3861_cov_9.806374,identical,2,1,0,NA
Cluster_13387,3861,2,H_NODE_13946_length_3861_cov_4.629084,identical,NA,NA,0,NA
Cluster_13388,3861,2,H_NODE_13944_length_3861_cov_8.455276,identical,2,1,0,NA
Cluster_13389,3860,2,S_NODE_14786_length_3860_cov_23.589874,short longer than hybrid,2,1,0,NA
Cluster_13390,3860,2,H_NODE_13947_length_3860_cov_13.413340,identical,2,1,0,69
Cluster_13391,3860,2,S_NODE_14791_length_3860_cov_5.299491,identical,2,1,0,4
Cluster_13392,3860,2,S_NODE_14790_length_3860_cov_9.092419,identical,2,1,0,6
Cluster_13393,3860,2,S_NODE_14785_length_3860_cov_36.502009,short longer than hybrid,2,1,0,30
Cluster_13394,3860,2,S_NODE_14793_length_3860_cov_3.589338,identical,NA,NA,0,NA
Cluster_13395,3860,2,S_NODE_14788_length_3860_cov_10.566301,short longer than hybrid,2,1,0,15
Cluster_13396,3860,2,S_NODE_14789_length_3860_cov_9.604875,identical,2,1,0,NA
Cluster_13397,3859,2,S_NODE_14796_length_3859_cov_15.307342,identical,2,1,0,54
Cluster_13398,3859,2,S_NODE_14798_length_3859_cov_11.549839,identical,NA,NA,0,NA
Cluster_13399,3859,2,S_NODE_14794_length_3859_cov_51.231779,identical,2,1,0,NA
Cluster_13400,3859,2,H_NODE_13958_length_3859_cov_8.768489,identical,2,1,0,399
Cluster_13401,3859,2,S_NODE_14797_length_3859_cov_14.022240,identical,2,1,0,677
Cluster_13402,3859,2,H_NODE_13954_length_3859_cov_21.694266,identical,2,1,0,101
Cluster_13403,3859,2,H_NODE_13960_length_3859_cov_6.564041,identical,2,1,0,2
Cluster_13404,3858,2,S_NODE_14803_length_3858_cov_6.438220,identical,2,1,0,40
Cluster_13405,3858,2,S_NODE_14805_length_3858_cov_5.653444,identical,2,1,0,NA
Cluster_13406,3858,2,S_NODE_14806_length_3858_cov_4.223265,identical,2,1,0,150
Cluster_13407,3858,2,H_NODE_13967_length_3858_cov_3.956312,identical,NA,NA,0,NA
Cluster_13408,3858,2,S_NODE_14804_length_3858_cov_5.949879,identical,2,1,0,7
Cluster_13409,3858,2,H_NODE_13965_length_3858_cov_3.988475,identical,2,1,0,1003
Cluster_13410,3858,2,H_NODE_13966_length_3858_cov_3.960332,identical,2,1,0,1004
Cluster_13411,3857,2,S_NODE_14810_length_3857_cov_17.362466,identical,2,1,0,NA
Cluster_13412,3857,2,S_NODE_14815_length_3857_cov_7.187936,identical,2,1,0,0
Cluster_13413,3857,2,S_NODE_14816_length_3857_cov_5.132172,identical,2,1,0,67
Cluster_13414,3857,4,H_NODE_13970_length_3857_cov_9.486863,hybrid extension,4,1,0,9
Cluster_13415,3857,2,S_NODE_14812_length_3857_cov_15.278284,identical,2,1,0,2
Cluster_13416,3856,2,H_NODE_13976_length_3856_cov_12.186913,identical,2,1,0,438
Cluster_13417,3856,2,S_NODE_14820_length_3856_cov_8.829445,identical,2,1,0,333
Cluster_13418,3856,2,S_NODE_14819_length_3856_cov_10.621078,identical,2,1,0,26
Cluster_13419,3856,2,H_NODE_13979_length_3856_cov_5.027890,identical,2,1,0,NA
Cluster_13420,3856,2,H_NODE_13975_length_3856_cov_15.293644,identical,2,1,0,NA
Cluster_13421,3855,2,S_NODE_14826_length_3855_cov_5.997318,identical,2,1,0,139
Cluster_13422,3855,2,S_NODE_14827_length_3855_cov_5.050161,identical,2,1,0,0
