id,name,taxonomy,pos_cluster
H_NODE_1442_length_20226_cov_77.760834,,,16.0
H_NODE_14432_length_3782_cov_6.678523,,,1720.0
H_NODE_14435_length_3782_cov_4.488919,,,9.0
H_NODE_14436_length_3781_cov_25.661467,,,9.0
H_NODE_14438_length_3781_cov_4.401478,,,122.0
H_NODE_1443_length_20185_cov_43.965799,,,24.0
H_NODE_14440_length_3780_cov_16.230495,,,581.0
H_NODE_14441_length_3780_cov_13.142075,,,866.0
H_NODE_14442_length_3780_cov_8.891048,,,202.0
H_NODE_14445_length_3780_cov_8.084588,,,6.0
H_NODE_14446_length_3780_cov_7.219546,,,209.0
H_NODE_1445_length_20170_cov_24.983086,,,185.0
H_NODE_14461_length_3778_cov_5.943303,,,
H_NODE_14463_length_3778_cov_4.735141,,,
H_NODE_14464_length_3778_cov_3.680635,,,
H_NODE_14466_length_3777_cov_11.901096,,,6.0
H_NODE_14469_length_3777_cov_6.475890,,,623.0
H_NODE_1446_length_20165_cov_43.915960,,,12.0
H_NODE_14470_length_3777_cov_6.416712,,,
H_NODE_14471_length_3777_cov_5.112055,,,
H_NODE_14475_length_3776_cov_4.879967,,,13.0
H_NODE_14478_length_3776_cov_4.291587,,,28.0
H_NODE_14480_length_3776_cov_3.396821,,,
H_NODE_14485_length_3775_cov_6.898849,,,740.0
H_NODE_14488_length_3775_cov_5.090461,,,909.0
H_NODE_14491_length_3774_cov_8.438717,,,1.0
H_NODE_14494_length_3774_cov_4.120099,,,
H_NODE_14496_length_3773_cov_10.687329,,,697.0
H_NODE_14497_length_3773_cov_6.881240,,,
H_NODE_1449_length_20113_cov_62.921395,,,854.0
H_NODE_14502_length_3772_cov_15.270782,,,274.0
H_NODE_14503_length_3772_cov_8.151989,,,1008.0
H_NODE_14504_length_3772_cov_7.815364,,,
H_NODE_1450_length_20070_cov_7.604723,,,16.0
H_NODE_14512_length_3771_cov_7.046103,,,117.0
H_NODE_14517_length_3770_cov_6.708208,,,
H_NODE_14518_length_3770_cov_4.665660,,,8.0
H_NODE_1451_length_20069_cov_45.437268,,,141.0
H_NODE_14520_length_3769_cov_39.287479,,,
H_NODE_14521_length_3769_cov_10.738056,,,47.0
H_NODE_14522_length_3769_cov_9.546129,,,11.0
H_NODE_14526_length_3768_cov_10.522933,,,4.0
H_NODE_14527_length_3767_cov_19.719505,,,524.0
H_NODE_14528_length_3767_cov_9.765385,,,616.0
H_NODE_1452_length_20063_cov_69.409561,,,12.0
H_NODE_14531_length_3766_cov_29.248969,,,43.0
H_NODE_14535_length_3766_cov_6.976642,,,74.0
H_NODE_14536_length_3766_cov_6.390492,,,8.0
H_NODE_14537_length_3766_cov_6.364111,,,4.0
H_NODE_14543_length_3765_cov_9.445025,,,7.0
H_NODE_14546_length_3765_cov_5.007697,,,1.0
H_NODE_1454_length_20029_cov_17.337956,,,136.0
H_NODE_14552_length_3764_cov_9.291174,,,46.0
H_NODE_14553_length_3764_cov_7.207589,,,425.0
H_NODE_14557_length_3763_cov_8.697745,,,
H_NODE_1455_length_20016_cov_77.625069,,,217.0
H_NODE_14561_length_3762_cov_18.853920,,,44.0
H_NODE_14568_length_3762_cov_4.213205,,,85.0
H_NODE_14569_length_3762_cov_3.850069,,,290.0
H_NODE_1456_length_19992_cov_7.891568,,,
H_NODE_14573_length_3761_cov_8.994496,,,
H_NODE_14575_length_3761_cov_6.237204,,,44.0
H_NODE_14579_length_3760_cov_14.489403,,,8.0
H_NODE_1457_length_19991_cov_15.877165,,,1.0
H_NODE_14580_length_3760_cov_11.429948,,,0.0
H_NODE_14581_length_3760_cov_8.877236,,,
H_NODE_14582_length_3760_cov_7.542527,,,231.0
H_NODE_14586_length_3759_cov_25.170980,,,5.0
H_NODE_14597_length_3758_cov_6.009088,,,
H_NODE_14598_length_3758_cov_4.926742,,,
H_NODE_145_length_77735_cov_43.436025,,,117.0
H_NODE_14601_length_3757_cov_55.226722,,,124.0
H_NODE_14603_length_3757_cov_22.280716,,,52.0
H_NODE_14605_length_3757_cov_6.271625,,,
H_NODE_14607_length_3756_cov_83.377790,,,1328.0
H_NODE_14610_length_3756_cov_9.519978,,,1863.0
H_NODE_14612_length_3756_cov_5.748140,,,
H_NODE_14613_length_3756_cov_5.092312,,,10.0
H_NODE_1461_length_19914_cov_22.482185,,,11.0
H_NODE_14624_length_3754_cov_25.697546,,,
H_NODE_14633_length_3751_cov_5.592991,,,
H_NODE_14638_length_3750_cov_4.464532,,,
H_NODE_1463_length_19895_cov_43.472734,,,15.0
H_NODE_14641_length_3749_cov_43.729707,,,231.0
H_NODE_14642_length_3749_cov_22.305632,,,
H_NODE_14643_length_3749_cov_19.916897,,,171.0
H_NODE_14644_length_3749_cov_15.998620,,,342.0
H_NODE_14646_length_3749_cov_5.638321,,,311.0
H_NODE_14647_length_3748_cov_37.718862,,,12.0
H_NODE_14649_length_3748_cov_18.886219,,,1579.0
H_NODE_14650_length_3748_cov_11.108257,,,
H_NODE_14651_length_3748_cov_8.897542,,,7.0
H_NODE_14652_length_3748_cov_8.159624,,,1.0
H_NODE_14659_length_3747_cov_3.629558,,,1.0
H_NODE_1465_length_19876_cov_26.296572,,,29.0
H_NODE_14660_length_3746_cov_6.372755,,,
H_NODE_14661_length_3746_cov_6.016579,,,804.0
H_NODE_14666_length_3745_cov_25.182421,,,43.0
H_NODE_14667_length_3745_cov_19.729685,,,9.0
H_NODE_1466_length_19863_cov_51.756992,,,2.0
H_NODE_14672_length_3745_cov_5.276396,,,0.0
H_NODE_14673_length_3744_cov_21.052530,,,6.0
H_NODE_14676_length_3743_cov_3.725387,,,
H_NODE_14677_length_3742_cov_14.999723,,,620.0
H_NODE_14678_length_3742_cov_13.700415,,,59.0
H_NODE_14680_length_3742_cov_11.405256,,,
H_NODE_14686_length_3741_cov_91.654123,,,
H_NODE_14688_length_3741_cov_20.884892,,,
H_NODE_1468_length_19847_cov_12.767191,,,358.0
H_NODE_14695_length_3740_cov_37.720731,,,8.0
H_NODE_14696_length_3740_cov_33.845281,,,139.0
H_NODE_1469_length_19826_cov_9.357480,,,
H_NODE_14700_length_3740_cov_4.943537,,,1179.0
H_NODE_14702_length_3740_cov_4.168004,,,40.0
H_NODE_14703_length_3739_cov_16.129845,,,15.0
H_NODE_14705_length_3739_cov_12.198228,,,
H_NODE_14706_length_3739_cov_12.054540,,,116.0
H_NODE_1470_length_19818_cov_13.415215,,,976.0
H_NODE_14717_length_3738_cov_6.556356,,,38.0
H_NODE_14720_length_3737_cov_11.254848,,,8.0
H_NODE_14724_length_3737_cov_4.293075,,,
H_NODE_14726_length_3736_cov_23.872264,,,38.0
H_NODE_14728_length_3736_cov_12.390413,,,15.0
H_NODE_14729_length_3736_cov_10.061513,,,8.0
H_NODE_14736_length_3736_cov_4.512607,,,11.0
H_NODE_14737_length_3735_cov_84.224224,,,43.0
H_NODE_14738_length_3735_cov_67.377772,,,922.0
H_NODE_1473_length_19753_cov_15.412208,,,136.0
H_NODE_14743_length_3735_cov_7.024113,,,
H_NODE_14745_length_3735_cov_5.463692,,,
H_NODE_14747_length_3734_cov_60.289437,,,11.0
H_NODE_1474_length_19708_cov_54.397988,,,79.0
H_NODE_14750_length_3734_cov_8.106737,,,19.0
H_NODE_14751_length_3734_cov_6.320765,,,0.0
H_NODE_14755_length_3733_cov_5.204936,,,
H_NODE_14765_length_3731_cov_8.910100,,,1075.0
H_NODE_14766_length_3731_cov_6.436459,,,
H_NODE_1476_length_19695_cov_15.119787,,,28.0
H_NODE_14773_length_3730_cov_7.917014,,,
H_NODE_14775_length_3730_cov_6.493478,,,395.0
H_NODE_14778_length_3729_cov_11.224597,,,
H_NODE_14779_length_3729_cov_8.439200,,,8.0
H_NODE_14780_length_3729_cov_6.774847,,,381.0
H_NODE_14781_length_3729_cov_6.249028,,,1.0
H_NODE_14782_length_3729_cov_4.510272,,,141.0
H_NODE_14793_length_3727_cov_4.388333,,,
H_NODE_14794_length_3726_cov_39.165046,,,520.0
H_NODE_14799_length_3726_cov_4.654626,,,5.0
H_NODE_147_length_77306_cov_8.273235,,,412.0
H_NODE_14800_length_3725_cov_50.016954,,,92.0
H_NODE_14802_length_3725_cov_15.602001,,,5.0
H_NODE_14803_length_3725_cov_11.097276,,,819.0
H_NODE_14804_length_3725_cov_8.894664,,,1046.0
H_NODE_14807_length_3725_cov_5.216509,,,390.0
H_NODE_14810_length_3724_cov_14.273005,,,1602.0
H_NODE_14811_length_3724_cov_12.238254,,,1812.0
H_NODE_14813_length_3724_cov_5.427857,,,17.0
H_NODE_14815_length_3723_cov_6.509733,,,283.0
H_NODE_14816_length_3723_cov_5.872636,,,0.0
H_NODE_1481_length_19632_cov_11.284491,,,
H_NODE_14820_length_3722_cov_5.967455,,,663.0
H_NODE_14823_length_3721_cov_9.760434,,,
H_NODE_14824_length_3721_cov_8.796884,,,427.0
H_NODE_14828_length_3720_cov_41.874200,,,
H_NODE_14831_length_3719_cov_13.043708,,,177.0
H_NODE_14835_length_3718_cov_12.000835,,,0.0
H_NODE_14837_length_3718_cov_6.701197,,,67.0
H_NODE_14838_length_3718_cov_4.820663,,,159.0
H_NODE_1483_length_19612_cov_85.700128,,,308.0
H_NODE_14843_length_3717_cov_21.145404,,,
H_NODE_14846_length_3717_cov_6.987187,,,161.0
H_NODE_14847_length_3717_cov_6.647075,,,643.0
H_NODE_1484_length_19601_cov_21.252645,,,386.0
H_NODE_14854_length_3716_cov_5.699916,,,822.0
H_NODE_14855_length_3716_cov_4.919476,,,
H_NODE_1485_length_19595_cov_30.083316,,,540.0
H_NODE_14864_length_3715_cov_5.255853,,,273.0
H_NODE_14866_length_3714_cov_64.400892,,,2.0
H_NODE_14870_length_3713_cov_10.273843,,,
H_NODE_14871_length_3713_cov_7.949247,,,690.0
H_NODE_14874_length_3712_cov_46.964575,,,310.0
H_NODE_14878_length_3712_cov_9.534728,,,1284.0
H_NODE_1487_length_19586_cov_11.051030,,,28.0
H_NODE_14880_length_3711_cov_5.036830,,,338.0
H_NODE_14881_length_3710_cov_66.588892,,,
H_NODE_14885_length_3710_cov_7.974044,,,312.0
H_NODE_14887_length_3710_cov_4.579961,,,180.0
H_NODE_14888_length_3709_cov_118.302066,,,524.0
H_NODE_1488_length_19584_cov_69.598808,,,167.0
H_NODE_14890_length_3709_cov_38.142937,,,11.0
H_NODE_14891_length_3709_cov_12.782524,,,27.0
H_NODE_14893_length_3709_cov_9.927694,,,403.0
H_NODE_14894_length_3709_cov_8.145729,,,
H_NODE_14899_length_3708_cov_11.146886,,,1499.0
H_NODE_1489_length_19571_cov_28.680621,,,
H_NODE_14907_length_3708_cov_3.163641,,,
H_NODE_14910_length_3707_cov_12.350838,,,1563.0
H_NODE_14915_length_3706_cov_41.252305,,,29.0
H_NODE_14917_length_3706_cov_27.198379,,,
H_NODE_14919_length_3706_cov_19.279408,,,2.0
H_NODE_1491_length_19531_cov_19.917852,,,816.0
H_NODE_14921_length_3706_cov_6.101984,,,735.0
H_NODE_14922_length_3706_cov_5.683431,,,587.0
H_NODE_14923_length_3706_cov_4.975692,,,170.0
H_NODE_14929_length_3704_cov_8.726307,,,1305.0
H_NODE_1492_length_19518_cov_8.056418,,,1210.0
H_NODE_14932_length_3704_cov_5.643556,,,1725.0
H_NODE_14938_length_3703_cov_11.972875,,,595.0
H_NODE_14939_length_3703_cov_9.010067,,,92.0
H_NODE_1493_length_19509_cov_7.608967,,,216.0
H_NODE_14940_length_3703_cov_7.565716,,,
H_NODE_14943_length_3702_cov_67.193566,,,319.0
H_NODE_14945_length_3702_cov_11.763357,,,
H_NODE_14949_length_3701_cov_6.210968,,,1010.0
H_NODE_1494_length_19504_cov_8.228002,,,1.0
H_NODE_14953_length_3700_cov_24.133501,,,578.0
H_NODE_14959_length_3699_cov_24.755879,,,54.0
H_NODE_14962_length_3699_cov_7.201288,,,11.0
H_NODE_14965_length_3699_cov_5.881579,,,448.0
H_NODE_14969_length_3698_cov_33.978157,,,884.0
H_NODE_1496_length_19495_cov_14.816501,,,240.0
H_NODE_14971_length_3698_cov_5.164380,,,4.0
H_NODE_14980_length_3697_cov_5.256583,,,
H_NODE_14984_length_3696_cov_17.151303,,,8.0
H_NODE_14985_length_3696_cov_10.210143,,,
H_NODE_14988_length_3696_cov_4.479686,,,5.0
H_NODE_1498_length_19413_cov_49.961215,,,79.0
H_NODE_14990_length_3695_cov_59.638733,,,2.0
H_NODE_14993_length_3695_cov_33.052410,,,
H_NODE_14995_length_3695_cov_20.249159,,,1515.0
H_NODE_14996_length_3695_cov_16.445908,,,6.0
H_NODE_1499_length_19407_cov_45.023392,,,294.0
H_NODE_15005_length_3694_cov_6.327166,,,
H_NODE_15007_length_3694_cov_4.215587,,,183.0
H_NODE_15009_length_3694_cov_3.359125,,,
H_NODE_1500_length_19405_cov_32.658678,,,246.0
H_NODE_15011_length_3693_cov_32.991587,,,12.0
H_NODE_15013_length_3693_cov_20.346887,,,5.0
H_NODE_15014_length_3693_cov_9.255749,,,65.0
H_NODE_1501_length_19314_cov_79.728254,,,240.0
H_NODE_15020_length_3693_cov_4.027762,,,
H_NODE_15025_length_3692_cov_6.591024,,,
H_NODE_15029_length_3692_cov_4.704348,,,
H_NODE_15030_length_3691_cov_6.543490,,,
H_NODE_15035_length_3690_cov_49.818692,,,101.0
H_NODE_15039_length_3689_cov_21.479225,,,58.0
H_NODE_15043_length_3689_cov_7.322572,,,31.0
H_NODE_15044_length_3689_cov_6.344469,,,0.0
H_NODE_15045_length_3689_cov_5.639528,,,4.0
H_NODE_15047_length_3689_cov_4.395284,,,4.0
H_NODE_1504_length_19263_cov_72.171614,,,382.0
H_NODE_15051_length_3688_cov_9.245437,,,
H_NODE_15052_length_3688_cov_8.964336,,,
H_NODE_15055_length_3688_cov_5.952541,,,
H_NODE_15056_length_3688_cov_5.772536,,,68.0
H_NODE_1505_length_19259_cov_6.860130,,,1694.0
H_NODE_15060_length_3686_cov_44.693734,,,
H_NODE_15066_length_3685_cov_19.633221,,,123.0
H_NODE_15070_length_3685_cov_8.604553,,,
H_NODE_15073_length_3685_cov_5.767004,,,16.0
H_NODE_1507_length_19223_cov_8.217061,,,920.0
H_NODE_15080_length_3684_cov_7.536969,,,7.0
H_NODE_15083_length_3684_cov_5.751195,,,7.0
H_NODE_15084_length_3683_cov_26.653825,,,87.0
H_NODE_15086_length_3683_cov_7.076209,,,4.0
H_NODE_15089_length_3683_cov_4.997469,,,726.0
H_NODE_1508_length_19218_cov_17.959143,,,386.0
H_NODE_15092_length_3682_cov_17.145992,,,
H_NODE_15096_length_3682_cov_6.515893,,,
H_NODE_15097_length_3682_cov_6.354149,,,811.0
H_NODE_1509_length_19169_cov_36.840931,,,139.0
H_NODE_15101_length_3681_cov_27.974395,,,87.0
H_NODE_15106_length_3680_cov_6.621447,,,130.0
H_NODE_15111_length_3679_cov_8.691160,,,141.0
H_NODE_15112_length_3679_cov_8.424550,,,420.0
H_NODE_15115_length_3678_cov_77.375387,,,1077.0
H_NODE_15117_length_3678_cov_14.152070,,,
H_NODE_15118_length_3678_cov_11.677274,,,1206.0
H_NODE_15119_length_3678_cov_11.339341,,,87.0
H_NODE_1511_length_19149_cov_35.703081,,,338.0
H_NODE_15120_length_3678_cov_9.314559,,,6.0
H_NODE_15124_length_3678_cov_4.894959,,,
H_NODE_15126_length_3677_cov_15.596901,,,1153.0
H_NODE_15128_length_3677_cov_9.758592,,,
H_NODE_15132_length_3676_cov_10.563257,,,5.0
H_NODE_15135_length_3676_cov_5.639617,,,1.0
H_NODE_15137_length_3675_cov_11.102029,,,5.0
H_NODE_15139_length_3675_cov_9.632187,,,
H_NODE_15142_length_3675_cov_7.214487,,,1152.0
H_NODE_15145_length_3674_cov_19.366789,,,533.0
H_NODE_15147_length_3674_cov_7.165774,,,
H_NODE_15150_length_3674_cov_4.496758,,,
H_NODE_15154_length_3673_cov_13.586012,,,953.0
H_NODE_1515_length_19068_cov_15.326276,,,412.0
H_NODE_1516_length_19065_cov_76.673302,,,43.0
H_NODE_15175_length_3669_cov_5.458216,,,0.0
H_NODE_15177_length_3668_cov_64.366563,,,2.0
H_NODE_15182_length_3668_cov_4.880825,,,
H_NODE_15184_length_3667_cov_19.279096,,,9.0
H_NODE_15187_length_3667_cov_16.614689,,,
H_NODE_15188_length_3667_cov_16.055367,,,4.0
H_NODE_15189_length_3667_cov_15.287006,,,35.0
H_NODE_15191_length_3667_cov_11.301412,,,202.0
H_NODE_15192_length_3667_cov_7.476554,,,0.0
H_NODE_15193_length_3667_cov_7.015254,,,
H_NODE_15194_length_3667_cov_6.382768,,,
H_NODE_15195_length_3667_cov_5.896328,,,
H_NODE_15199_length_3666_cov_49.296129,,,700.0
H_NODE_15201_length_3666_cov_15.011020,,,
H_NODE_15203_length_3666_cov_3.890365,,,
H_NODE_1520_length_19042_cov_6.192757,,,4.0
H_NODE_15210_length_3665_cov_5.213680,,,0.0
H_NODE_15211_length_3665_cov_4.520068,,,
H_NODE_15215_length_3664_cov_4.575629,,,1091.0
H_NODE_15216_length_3664_cov_4.555273,,,
H_NODE_15217_length_3664_cov_2.390727,,,187.0
H_NODE_1522_length_19002_cov_45.072689,,,890.0
H_NODE_15230_length_3661_cov_17.072156,,,35.0
H_NODE_15231_length_3661_cov_16.266836,,,13.0
H_NODE_15238_length_3659_cov_14.353624,,,
H_NODE_15239_length_3659_cov_10.078992,,,223.0
H_NODE_1523_length_19002_cov_18.843285,,,10.0
H_NODE_15241_length_3659_cov_3.739524,,,1210.0
H_NODE_15242_length_3658_cov_21.389691,,,16.0
H_NODE_15245_length_3658_cov_9.791560,,,17.0
H_NODE_15247_length_3658_cov_6.123761,,,
H_NODE_1524_length_18989_cov_64.477415,,,612.0
H_NODE_15255_length_3657_cov_23.194901,,,5.0
H_NODE_1525_length_18988_cov_18.691586,,,1.0
H_NODE_15260_length_3657_cov_5.735694,,,17.0
H_NODE_15263_length_3656_cov_10.394163,,,135.0
H_NODE_15264_length_3656_cov_9.713800,,,12.0
H_NODE_1526_length_18955_cov_53.101126,,,126.0
H_NODE_15275_length_3654_cov_43.937624,,,377.0
H_NODE_15277_length_3654_cov_13.358662,,,5.0
H_NODE_15279_length_3654_cov_5.599943,,,
H_NODE_1527_length_18937_cov_22.625306,,,10.0
H_NODE_15283_length_3653_cov_13.391662,,,1171.0
H_NODE_15284_length_3653_cov_4.190301,,,45.0
H_NODE_15289_length_3652_cov_5.510071,,,
H_NODE_15294_length_3650_cov_36.250355,,,45.0
H_NODE_15295_length_3650_cov_17.227647,,,1602.0
H_NODE_15297_length_3649_cov_19.754117,,,
H_NODE_15298_length_3649_cov_15.197615,,,6.0
H_NODE_15300_length_3649_cov_7.100795,,,587.0
H_NODE_15306_length_3647_cov_65.630682,,,1201.0
H_NODE_15309_length_3647_cov_15.745170,,,1191.0
H_NODE_15311_length_3647_cov_15.186080,,,188.0
H_NODE_15313_length_3647_cov_7.367614,,,
H_NODE_15317_length_3646_cov_10.393294,,,677.0
H_NODE_1531_length_18905_cov_8.818990,,,11.0
H_NODE_15325_length_3645_cov_14.352189,,,
H_NODE_15327_length_3645_cov_4.127061,,,
H_NODE_15329_length_3644_cov_14.928917,,,5.0
H_NODE_1533_length_18888_cov_15.085230,,,6.0
H_NODE_15348_length_3642_cov_10.877098,,,4.0
H_NODE_1534_length_18877_cov_48.437707,,,0.0
H_NODE_15350_length_3642_cov_5.189758,,,0.0
H_NODE_15352_length_3641_cov_13.863119,,,380.0
H_NODE_15358_length_3641_cov_4.798520,,,
H_NODE_1535_length_18857_cov_10.623759,,,41.0
H_NODE_15361_length_3640_cov_22.377455,,,1198.0
H_NODE_15365_length_3639_cov_10.312927,,,
H_NODE_15366_length_3639_cov_8.138098,,,18.0
H_NODE_1536_length_18852_cov_14.183017,,,1739.0
H_NODE_15370_length_3639_cov_4.428531,,,
H_NODE_15371_length_3639_cov_3.677961,,,10.0
H_NODE_15374_length_3638_cov_14.554258,,,273.0
H_NODE_15375_length_3638_cov_8.602677,,,130.0
H_NODE_15376_length_3638_cov_7.511250,,,123.0
H_NODE_15378_length_3638_cov_7.046995,,,1696.0
H_NODE_15379_length_3638_cov_5.544005,,,1240.0
H_NODE_15382_length_3637_cov_9.932764,,,929.0
H_NODE_15390_length_3636_cov_13.542035,,,
H_NODE_15394_length_3635_cov_63.556442,,,39.0
H_NODE_15396_length_3635_cov_9.407355,,,57.0
H_NODE_15398_length_3635_cov_7.905929,,,456.0
H_NODE_15401_length_3635_cov_6.476340,,,92.0
H_NODE_15408_length_3634_cov_3.746222,,,59.0
H_NODE_1540_length_18804_cov_56.134925,,,148.0
H_NODE_15411_length_3633_cov_15.846549,,,79.0
H_NODE_15413_length_3633_cov_8.549344,,,19.0
H_NODE_15416_length_3633_cov_6.130633,,,0.0
H_NODE_1541_length_18801_cov_35.040109,,,194.0
H_NODE_15424_length_3632_cov_10.973752,,,35.0
H_NODE_1542_length_18794_cov_19.367601,,,59.0
H_NODE_15432_length_3632_cov_3.611412,,,
H_NODE_15437_length_3631_cov_6.535959,,,20.0
H_NODE_1543_length_18781_cov_52.016940,,,1713.0
H_NODE_1544_length_18776_cov_13.510912,,,10.0
H_NODE_15459_length_3627_cov_9.926000,,,35.0
H_NODE_1545_length_18768_cov_39.289738,,,171.0
H_NODE_15460_length_3627_cov_8.179714,,,
H_NODE_15461_length_3627_cov_8.174857,,,185.0
H_NODE_15466_length_3626_cov_16.229208,,,249.0
H_NODE_15469_length_3626_cov_5.048300,,,9.0
H_NODE_1546_length_18758_cov_13.506038,,,8.0
H_NODE_15471_length_3625_cov_6.386507,,,
H_NODE_15474_length_3624_cov_13.747498,,,
H_NODE_15476_length_3624_cov_9.723763,,,
H_NODE_1547_length_18753_cov_61.963492,,,
H_NODE_15485_length_3623_cov_8.115561,,,26.0
H_NODE_15488_length_3623_cov_3.552918,,,4.0
H_NODE_1548_length_18746_cov_51.279768,,,0.0
H_NODE_15491_length_3622_cov_7.989986,,,
H_NODE_15493_length_3622_cov_4.743348,,,989.0
H_NODE_15494_length_3622_cov_3.230329,,,766.0
H_NODE_15495_length_3621_cov_17.345449,,,61.0
H_NODE_154_length_75841_cov_30.978709,,,20.0
H_NODE_15500_length_3620_cov_16.482393,,,
H_NODE_15504_length_3620_cov_4.959347,,,
H_NODE_1550_length_18738_cov_18.692762,,,
H_NODE_15510_length_3619_cov_5.715063,,,
H_NODE_15511_length_3619_cov_4.737686,,,1965.0
H_NODE_15517_length_3618_cov_15.144085,,,719.0
H_NODE_15519_length_3618_cov_7.393011,,,
H_NODE_15524_length_3616_cov_14.599026,,,43.0
H_NODE_15527_length_3616_cov_4.451132,,,671.0
H_NODE_1552_length_18730_cov_20.155244,,,5.0
H_NODE_15542_length_3613_cov_8.243546,,,1551.0
H_NODE_15543_length_3613_cov_6.590935,,,63.0
H_NODE_15547_length_3612_cov_85.668867,,,0.0
H_NODE_15551_length_3612_cov_10.181349,,,27.0
H_NODE_15552_length_3612_cov_9.076901,,,
H_NODE_15553_length_3612_cov_9.004304,,,123.0
H_NODE_15554_length_3612_cov_3.466858,,,19.0
H_NODE_15555_length_3611_cov_113.338691,,,52.0
H_NODE_15556_length_3611_cov_24.481917,,,6.0
H_NODE_15558_length_3611_cov_12.900689,,,
H_NODE_1555_length_18707_cov_36.370075,,,28.0
H_NODE_15560_length_3611_cov_5.793915,,,
H_NODE_15561_length_3611_cov_3.820321,,,31.0
H_NODE_15562_length_3610_cov_61.925639,,,9.0
H_NODE_15565_length_3610_cov_15.832616,,,365.0
H_NODE_15566_length_3610_cov_6.856158,,,44.0
H_NODE_15567_length_3610_cov_6.535745,,,
H_NODE_15568_length_3610_cov_5.353431,,,
H_NODE_15569_length_3610_cov_5.006891,,,
H_NODE_15574_length_3609_cov_10.496841,,,
H_NODE_15577_length_3609_cov_8.885411,,,
H_NODE_15579_length_3609_cov_6.503733,,,600.0
H_NODE_15581_length_3608_cov_70.750359,,,190.0
H_NODE_15582_length_3608_cov_61.080437,,,816.0
H_NODE_15583_length_3608_cov_46.095375,,,2.0
H_NODE_15584_length_3608_cov_6.519966,,,4.0
H_NODE_15588_length_3607_cov_7.669540,,,2.0
H_NODE_15589_length_3607_cov_7.166092,,,1137.0
H_NODE_15590_length_3607_cov_7.064655,,,2.0
H_NODE_15597_length_3606_cov_6.778959,,,20.0
H_NODE_15598_length_3606_cov_6.245760,,,975.0
H_NODE_1559_length_18694_cov_65.624657,,,2.0
H_NODE_15600_length_3605_cov_50.278608,,,1758.0
H_NODE_15605_length_3604_cov_12.727351,,,
H_NODE_15606_length_3604_cov_6.512511,,,117.0
H_NODE_15607_length_3604_cov_6.499856,,,
H_NODE_15610_length_3604_cov_5.265459,,,31.0
H_NODE_15616_length_3603_cov_14.128021,,,2.0
H_NODE_15617_length_3603_cov_12.597238,,,
H_NODE_15618_length_3603_cov_8.366801,,,
H_NODE_1561_length_18674_cov_9.785680,,,
H_NODE_15627_length_3601_cov_20.561313,,,2.0
H_NODE_15631_length_3601_cov_4.850892,,,72.0
H_NODE_15638_length_3600_cov_7.823208,,,35.0
H_NODE_15639_length_3600_cov_7.738267,,,
H_NODE_1563_length_18647_cov_43.882127,,,105.0
H_NODE_15640_length_3600_cov_3.293406,,,967.0
H_NODE_15646_length_3599_cov_10.720622,,,11.0
H_NODE_15648_length_3599_cov_7.076325,,,1699.0
H_NODE_15649_length_3599_cov_6.514401,,,18.0
H_NODE_15652_length_3599_cov_3.743664,,,9.0
H_NODE_15655_length_3598_cov_16.394411,,,177.0
H_NODE_15656_length_3598_cov_13.169116,,,24.0
H_NODE_15657_length_3597_cov_36.243804,,,426.0
H_NODE_15658_length_3597_cov_26.474063,,,967.0
H_NODE_15659_length_3597_cov_12.419597,,,
H_NODE_15660_length_3597_cov_10.507493,,,177.0
H_NODE_15663_length_3597_cov_5.403170,,,
H_NODE_15665_length_3596_cov_57.468435,,,1796.0
H_NODE_15667_length_3596_cov_29.997982,,,1350.0
H_NODE_15668_length_3596_cov_18.199193,,,1778.0
H_NODE_1566_length_18633_cov_28.390090,,,365.0
H_NODE_15672_length_3596_cov_6.763332,,,27.0
H_NODE_15676_length_3596_cov_3.229173,,,
H_NODE_15678_length_3595_cov_37.784025,,,12.0
H_NODE_1567_length_18632_cov_17.329803,,,27.0
H_NODE_15683_length_3594_cov_40.363427,,,1573.0
H_NODE_15684_length_3594_cov_20.219210,,,
H_NODE_15687_length_3594_cov_6.685607,,,6.0
H_NODE_15688_length_3594_cov_6.585232,,,0.0
H_NODE_15697_length_3592_cov_38.111400,,,2.0
H_NODE_15699_length_3592_cov_12.584704,,,
H_NODE_156_length_75082_cov_14.915950,,,28.0
H_NODE_15701_length_3591_cov_14.278291,,,15.0
H_NODE_15708_length_3590_cov_15.339879,,,
H_NODE_15711_length_3590_cov_8.155934,,,310.0
H_NODE_15716_length_3589_cov_17.187175,,,7.0
H_NODE_15719_length_3588_cov_14.061254,,,61.0
H_NODE_1571_length_18560_cov_9.914935,,,85.0
H_NODE_15721_length_3588_cov_9.650679,,,87.0
H_NODE_15722_length_3588_cov_6.744005,,,31.0
H_NODE_15723_length_3588_cov_6.603005,,,
H_NODE_15728_length_3588_cov_3.535105,,,11.0
H_NODE_1572_length_18550_cov_23.806926,,,123.0
H_NODE_15733_length_3587_cov_5.187572,,,809.0
H_NODE_15738_length_3586_cov_6.165944,,,
H_NODE_1573_length_18545_cov_96.820719,,,61.0
H_NODE_15740_length_3585_cov_92.203008,,,
H_NODE_15743_length_3585_cov_7.992770,,,18.0
H_NODE_15746_length_3585_cov_3.859746,,,
H_NODE_15749_length_3584_cov_12.254556,,,
H_NODE_1574_length_18541_cov_31.879765,,,13.0
H_NODE_15752_length_3584_cov_7.922765,,,117.0
